Time (hr),Year,Month,Day,Hour,Temperature (K),Direct Flux (W/m2),Clear Direct Flux (W/m2),Zenith (deg from up),Azimuth (deg from north cw)
180.0,2019.0,3.0,14.0,12.0,274.5833333333333,391.6,935.3260760800523,47.947783423477894,146.90087687853324
181.0,2019.0,3.0,14.0,13.0,274.8222222222222,373.8,952.6944241836464,43.41870814858596,166.9353869727794
182.0,2019.0,3.0,14.0,14.0,275.0611111111111,364.9,954.1771820120222,42.98180465568558,188.8892926763188
183.0,2019.0,3.0,14.0,15.0,275.2722222222222,333.75,940.2805271570345,46.75482906834248,209.51792385229194
184.0,2019.0,3.0,14.0,16.0,275.3833333333333,265.22,905.9764692114023,53.82908366127694,226.748845638151
185.0,2019.0,3.0,14.0,17.0,275.4611111111111,232.29,835.4926385561356,63.043126140126056,240.65460519437067
186.0,2019.0,3.0,14.0,18.0,274.6611111111111,177.11,676.4469210410377,73.50158650158963,252.2147475612027
187.0,2019.0,3.0,14.0,19.0,273.14444444444445,17.8,221.7895846054942,84.55636246848817,262.4337288539281
188.0,2019.0,3.0,14.0,20.0,272.59999999999997,0.0,0.0,96.12496265741905,272.1652343874012
189.0,2019.0,3.0,14.0,21.0,272.3333333333333,0.0,0.0,107.46467758357367,282.2004561529499
190.0,2019.0,3.0,14.0,22.0,272.1333333333333,0.0,0.0,118.34895749422753,293.41963599295474
191.0,2019.0,3.0,14.0,23.0,272.01111111111106,0.0,0.0,128.23885966113,306.9455849238398
192.0,2019.0,3.0,15.0,0.0,271.84444444444443,0.0,0.0,136.26824693806137,324.12685175522415
193.0,2019.0,3.0,15.0,1.0,271.7333333333333,0.0,0.0,141.14085794024416,345.7133819948684
194.0,2019.0,3.0,15.0,2.0,271.6111111111111,0.0,0.0,141.57505270111298,9.819571644120629
195.0,2019.0,3.0,15.0,3.0,271.4444444444444,0.0,0.0,137.42940042971895,32.11023775121129
196.0,2019.0,3.0,15.0,4.0,271.2722222222222,0.0,0.0,129.86219853508726,50.078832804223794
197.0,2019.0,3.0,15.0,5.0,268.84444444444443,0.0,0.0,120.22626358297467,64.15987196166384
198.0,2019.0,3.0,15.0,6.0,268.6611111111111,0.0,0.0,109.46455528069791,75.69367809873023
199.0,2019.0,3.0,15.0,7.0,268.54999999999995,5.34,0.0,98.16096651507709,85.85606503428806
200.0,2019.0,3.0,15.0,8.0,269.4944444444444,121.04,87.76459638626339,86.49930533522044,95.5602968979918
201.0,2019.0,3.0,15.0,9.0,272.5722222222222,304.38,630.4118492800759,75.39167642565417,105.60142035102666
202.0,2019.0,3.0,15.0,10.0,275.54999999999995,512.64,815.6660964076934,64.73658028208989,116.81404696995536
203.0,2019.0,3.0,15.0,11.0,278.4111111111111,657.71,896.0628604062741,55.180781710612095,130.1849973542587
204.0,2019.0,3.0,15.0,12.0,279.7444444444444,745.82,935.2511303288895,47.56019823685594,146.76357658230435
205.0,2019.0,3.0,15.0,13.0,280.3111111111111,779.64,952.3662439641557,43.01796795046584,166.93619773939122
206.0,2019.0,3.0,15.0,14.0,280.4722222222222,755.61,953.7663953719857,42.59829649729422,189.06058926410458
207.0,2019.0,3.0,15.0,15.0,280.2222222222222,679.07,939.9261923214901,46.415909829993396,209.81243799468913
208.0,2019.0,3.0,15.0,16.0,279.6222222222222,550.91,905.8751864865483,53.540659178925694,227.09421957642422
209.0,2019.0,3.0,15.0,17.0,278.8833333333333,382.7,836.0931519671063,62.79595608027947,241.0089049581558
210.0,2019.0,3.0,15.0,18.0,277.8611111111111,188.68,679.2843691355082,73.28262929560384,252.56478695024396
211.0,2019.0,3.0,15.0,19.0,276.8111111111111,19.58,233.78123231292955,84.35607228916604,262.7801688501298
212.0,2019.0,3.0,15.0,20.0,276.1222222222222,0.0,0.0,95.92333617100097,272.5138862784222
213.0,2019.0,3.0,15.0,21.0,275.75,0.0,0.0,107.25409110118117,282.55812580318354
214.0,2019.0,3.0,15.0,22.0,275.54999999999995,0.0,0.0,118.11604939597952,293.7903115844565
215.0,2019.0,3.0,15.0,23.0,275.4111111111111,0.0,0.0,127.96837679561898,307.32203908690923
216.0,2019.0,3.0,16.0,0.0,275.2444444444444,0.0,0.0,135.94603336882304,324.47152811552337
217.0,2019.0,3.0,16.0,1.0,275.0611111111111,0.0,0.0,140.766016863685,345.9403089363367
218.0,2019.0,3.0,16.0,2.0,274.9,0.0,0.0,141.174274184921,9.848773833783412
219.0,2019.0,3.0,16.0,3.0,274.76111111111106,0.0,0.0,137.03976921616965,31.969294500970648
220.0,2019.0,3.0,16.0,4.0,274.6333333333333,0.0,0.0,129.50060047427198,49.85290180872036
221.0,2019.0,3.0,16.0,5.0,268.6722222222222,0.0,0.0,119.8907213360915,63.90565115798161
222.0,2019.0,3.0,16.0,6.0,268.01111111111106,0.0,0.0,109.1465683298119,75.43434477126085
223.0,2019.0,3.0,16.0,7.0,268.3722222222222,8.01,0.0,97.85126092591521,85.5983726408397
224.0,2019.0,3.0,16.0,8.0,272.3111111111111,155.75,106.63950670139718,86.20091798989574,95.30530274762611
225.0,2019.0,3.0,16.0,9.0,276.3611111111111,349.77,636.7285834373415,75.07358643487814,105.35019901727095
226.0,2019.0,3.0,16.0,10.0,280.0444444444444,524.21,817.5177636896818,64.40006192169247,116.5728124552222
227.0,2019.0,3.0,16.0,11.0,282.59999999999997,659.49,896.5203102361488,54.81916225302032,129.9732613645117
228.0,2019.0,3.0,16.0,12.0,283.6222222222222,747.6,935.1426108435348,47.17208555936737,146.6257317638751
229.0,2019.0,3.0,16.0,13.0,283.9,779.64,952.0086765269959,42.61678292087298,166.93849726362143
230.0,2019.0,3.0,16.0,14.0,283.7944444444444,755.61,953.3267780888796,42.21491762742681,189.23600621214553
231.0,2019.0,3.0,16.0,15.0,283.4333333333333,678.18,939.5406008595045,46.0779209863836,210.1117697771533
232.0,2019.0,3.0,16.0,16.0,282.79999999999995,550.02,905.7356449574377,53.25361684548524,227.4434265425122
233.0,2019.0,3.0,16.0,17.0,282.3722222222222,383.59,836.6367165260694,62.5501919480084,241.3658369718964
234.0,2019.0,3.0,16.0,18.0,281.1333333333333,190.46,681.9990468617717,73.06483618537108,252.91655844609147
235.0,2019.0,3.0,16.0,19.0,280.0333333333333,20.47,245.46335344595425,84.15636997532862,263.1277083274199
236.0,2019.0,3.0,16.0,20.0,279.2111111111111,0.0,0.0,95.7221313497137,272.8631346646263
237.0,2019.0,3.0,16.0,21.0,278.6944444444444,0.0,0.0,107.04348905212672,282.9158766928631
238.0,2019.0,3.0,16.0,22.0,278.3611111111111,0.0,0.0,117.88270439844034,294.16038749990713
239.0,2019.0,3.0,16.0,23.0,278.15,0.0,0.0,127.69714689568619,307.69692228808367
240.0,2019.0,3.0,17.0,0.0,277.9111111111111,0.0,0.0,135.62305126582433,324.8136596072419
241.0,2019.0,3.0,17.0,1.0,277.65,0.0,0.0,140.3907207145884,346.16525410289955
242.0,2019.0,3.0,17.0,2.0,277.4,0.0,0.0,140.77315107577584,9.879017115332857
243.0,2019.0,3.0,17.0,3.0,277.2333333333333,0.0,0.0,136.64937621377365,31.831621467468324
244.0,2019.0,3.0,17.0,4.0,277.09999999999997,0.0,0.0,129.1378240722745,49.63021598398416
245.0,2019.0,3.0,17.0,5.0,275.59444444444443,0.0,0.0,119.55386883263945,63.65382402975355
246.0,2019.0,3.0,17.0,6.0,275.4944444444444,0.0,0.0,108.82735527297986,75.17657236207339
247.0,2019.0,3.0,17.0,7.0,275.3611111111111,8.9,0.0,97.5405227288531,85.34157190524843
248.0,2019.0,3.0,17.0,8.0,277.5611111111111,161.09,126.0501504942547,85.90062006420573,95.05064069054045
249.0,2019.0,3.0,17.0,9.0,281.2944444444444,356.0,642.8084180020693,74.7548768026382,105.09878838831108
250.0,2019.0,3.0,17.0,10.0,283.9333333333333,529.55,819.2885628435762,64.06313223889268,116.3308817470529
251.0,2019.0,3.0,17.0,11.0,285.04999999999995,665.72,896.9329402128624,54.45719927966531,129.76048513347692
252.0,2019.0,3.0,17.0,12.0,285.84999999999997,752.94,935.0010503650998,46.78357796199388,146.48726193996507
253.0,2019.0,3.0,17.0,13.0,286.2111111111111,784.98,951.6222742520685,42.21527089896926,166.94221252437598
254.0,2019.0,3.0,17.0,14.0,285.8111111111111,760.06,952.8589491345737,41.831774045734456,189.4154947728693
255.0,2019.0,3.0,17.0,15.0,285.25,682.63,939.1244961356481,45.740951951274305,210.4158380970489
256.0,2019.0,3.0,17.0,16.0,284.89444444444445,554.47,905.5588432992892,52.96801893237018,227.79634449366188
257.0,2019.0,3.0,17.0,17.0,284.4444444444444,387.15,837.1250001941747,62.30586969811151,241.72526571087184
258.0,2019.0,3.0,17.0,18.0,283.2722222222222,194.02,684.5952767868664,72.84822478745437,253.26992790822538
259.0,2019.0,3.0,17.0,19.0,282.26111111111106,22.25,256.82898601887246,83.95728012500805,263.47621663167376
260.0,2019.0,3.0,17.0,20.0,281.4333333333333,0.0,0.0,95.52134967733244,273.21284925172506
261.0,2019.0,3.0,17.0,21.0,280.9111111111111,0.0,0.0,106.83287552253144,283.273574428096
262.0,2019.0,3.0,17.0,22.0,280.5833333333333,0.0,0.0,117.64893700361233,294.52972242709245
263.0,2019.0,3.0,17.0,23.0,280.2722222222222,0.0,0.0,127.42520416039747,308.07009127822914
264.0,2019.0,3.0,18.0,0.0,279.8833333333333,0.0,0.0,135.29936180348426,325.1531200552139
265.0,2019.0,3.0,18.0,1.0,279.54999999999995,0.0,0.0,140.01505609563276,346.38810583618533
266.0,2019.0,3.0,18.0,2.0,279.25,0.0,0.0,140.37179584654464,9.910150811229698
267.0,2019.0,3.0,18.0,3.0,279.0222222222222,0.0,0.0,136.25836181009933,31.697073908418048
268.0,2019.0,3.0,18.0,4.0,278.8222222222222,0.0,0.0,128.77402243627336,49.41069317532535
269.0,2019.0,3.0,18.0,5.0,274.8333333333333,0.0,0.0,119.21585909445854,63.40435713136131
270.0,2019.0,3.0,18.0,6.0,274.45,0.0,0.0,108.50706544628632,74.92035146562895
271.0,2019.0,3.0,18.0,7.0,275.2222222222222,12.46,0.0,97.22889816481418,85.08566215332374
272.0,2019.0,3.0,18.0,8.0,278.6111111111111,169.99,145.71141156606666,85.59868940373741,94.79630958352561
273.0,2019.0,3.0,18.0,9.0,281.4611111111111,354.22,648.657830049952,74.43569425378514,104.84717897946946
274.0,2019.0,3.0,18.0,10.0,285.09999999999997,510.86,820.9798176454859,63.72593636818513,116.08822693273963
275.0,2019.0,3.0,18.0,11.0,285.65,631.9,897.3013957110355,54.09503538072041,129.54660960537808
276.0,2019.0,3.0,18.0,12.0,285.84999999999997,704.88,934.8269986665578,46.39480817867867,146.3480755149492
277.0,2019.0,3.0,18.0,13.0,285.84444444444443,723.57,951.2076074868467,41.81354771825303,166.94725790775954
278.0,2019.0,3.0,18.0,14.0,285.7333333333333,695.09,952.3635481888377,41.44896727611518,189.59899452631896
279.0,2019.0,3.0,18.0,15.0,285.84999999999997,620.33,938.6786470574948,45.40508543469488,210.7245514536059
280.0,2019.0,3.0,18.0,16.0,285.75,490.39,905.3458132071206,52.683919577742905,228.15284359959014
281.0,2019.0,3.0,18.0,17.0,285.4222222222222,347.99,837.5597120307287,62.063016713285556,242.0870505698913
282.0,2019.0,3.0,18.0,18.0,284.0444444444444,187.79,687.0773919651152,72.63280427931488,253.62475788453446
283.0,2019.0,3.0,18.0,19.0,283.1722222222222,26.7,267.8749438121139,83.75881765360027,263.82556073372905
284.0,2019.0,3.0,18.0,20.0,282.3111111111111,0.0,0.0,95.32098517470175,273.56289778123903
285.0,2019.0,3.0,18.0,21.0,281.64444444444445,0.0,0.0,106.6222477684647,283.6310827496823
286.0,2019.0,3.0,18.0,22.0,281.18333333333334,0.0,0.0,117.41475559744836,294.8981731062477
287.0,2019.0,3.0,18.0,23.0,280.9,0.0,0.0,127.15257742374405,308.44140057493024
288.0,2019.0,3.0,19.0,0.0,280.6222222222222,0.0,0.0,134.9750215026629,325.48977990014737
289.0,2019.0,3.0,19.0,1.0,280.3722222222222,0.0,0.0,139.63910585351462,346.60874658514956
290.0,2019.0,3.0,19.0,2.0,280.1333333333333,0.0,0.0,139.97031851596375,9.942017038669803
291.0,2019.0,3.0,19.0,3.0,279.9222222222222,0.0,0.0,135.86686552406974,31.56549771640519
292.0,2019.0,3.0,19.0,4.0,279.7222222222222,0.0,0.0,128.40934967048273,49.19424020102889
293.0,2019.0,3.0,19.0,5.0,278.4444444444444,0.0,0.0,118.87684761657624,63.15720642306928
294.0,2019.0,3.0,19.0,6.0,278.18333333333334,0.0,0.0,108.1858515232814,74.66566318581322
295.0,2019.0,3.0,19.0,7.0,278.1111111111111,12.46,0.0,96.91653719680052,84.83063412695817
296.0,2019.0,3.0,19.0,8.0,279.7444444444444,172.66,165.3933427311915,85.29538906197568,94.54230017353596
297.0,2019.0,3.0,19.0,9.0,283.4333333333333,366.68,654.2831444116807,74.11618894316,104.59535313295754
298.0,2019.0,3.0,19.0,10.0,285.29999999999995,540.23,822.5928506410157,63.38862248324986,115.84481112225328
299.0,2019.0,3.0,19.0,11.0,286.4333333333333,674.62,897.6263340338271,53.732815284117294,129.3315647704304
300.0,2019.0,3.0,19.0,12.0,286.4833333333333,760.95,934.6210200788335,46.005909397162426,146.20806675181962
301.0,2019.0,3.0,19.0,13.0,286.95,792.99,950.7652640141699,41.411726918279236,166.95353182780084
302.0,2019.0,3.0,19.0,14.0,286.8333333333333,767.18,951.8412366770369,41.06659345428711,189.78643039126584
303.0,2019.0,3.0,19.0,15.0,286.6722222222222,689.75,938.2038508011927,45.07039610937263,211.03780584534766
304.0,2019.0,3.0,19.0,16.0,285.9333333333333,560.7,905.0976245217987,52.40136329209444,228.51278494040997
305.0,2019.0,3.0,19.0,17.0,285.1333333333333,393.38,837.9426118184917,61.82165029864163,242.45104501665097
306.0,2019.0,3.0,19.0,18.0,284.0,198.47,689.4497576995187,72.41857394584427,253.98090697283243
307.0,2019.0,3.0,19.0,19.0,282.7,25.81,278.6012441148134,83.5609866066711,264.1756046660132
308.0,2019.0,3.0,19.0,20.0,280.15,0.0,0.0,95.12102310328193,273.91314545552007
309.0,2019.0,3.0,19.0,21.0,277.7944444444444,0.0,0.0,106.4115950220119,283.98826288300626
310.0,2019.0,3.0,19.0,22.0,276.6944444444444,0.0,0.0,117.18016138822885,295.26559354372637
311.0,2019.0,3.0,19.0,23.0,276.0611111111111,0.0,0.0,126.87928926624804,308.81070147178934
312.0,2019.0,3.0,20.0,0.0,275.68333333333334,0.0,0.0,134.65008157005644,325.82350496649826
313.0,2019.0,3.0,20.0,1.0,275.3833333333333,0.0,0.0,139.26294870945807,346.82705162492744
314.0,2019.0,3.0,20.0,2.0,275.09444444444443,0.0,0.0,139.56882654911743,9.974449645392582
315.0,2019.0,3.0,20.0,3.0,274.84999999999997,0.0,0.0,135.47502607427725,31.436728739212583
316.0,2019.0,3.0,20.0,4.0,274.5444444444444,0.0,0.0,128.04396102137952,48.980752410272174
317.0,2019.0,3.0,20.0,5.0,274.5611111111111,0.0,0.0,118.53699255367816,62.91231692039858
318.0,2019.0,3.0,20.0,6.0,274.4944444444444,0.0,0.0,107.86386971558453,74.41247885272396
319.0,2019.0,3.0,20.0,7.0,275.1333333333333,16.91,0.0,96.60359370636859,84.5764697641724
320.0,2019.0,3.0,20.0,8.0,278.51111111111106,185.12,184.91449319096589,84.99097023843393,94.28859493435453
321.0,2019.0,3.0,20.0,9.0,280.5833333333333,368.46,659.690525326223,73.79651462239357,104.3432849106107
322.0,2019.0,3.0,20.0,10.0,282.4611111111111,525.1,824.1289798190563,63.05134194008333,115.60058837896152
323.0,2019.0,3.0,20.0,11.0,283.89444444444445,644.36,897.9084223756911,53.3706859882635,129.11526958687386
324.0,2019.0,3.0,20.0,12.0,285.0444444444444,726.24,934.383691854279,45.61701538002505,146.06711558605642
325.0,2019.0,3.0,20.0,13.0,285.84444444444443,768.07,950.2958473401707,41.00991983285997,166.96091646450662
326.0,2019.0,3.0,20.0,14.0,286.2944444444444,761.84,951.2926955903035,40.68474341623139,189.97771257069618
327.0,2019.0,3.0,20.0,15.0,286.3833333333333,696.87,937.7009296112809,44.73695080623649,211.35548501286306
328.0,2019.0,3.0,20.0,16.0,286.2833333333333,570.49,904.8153798776235,52.120385347598,228.8760209287675
329.0,2019.0,3.0,20.0,17.0,285.7222222222222,405.84,838.2754996382178,61.58177827878947,242.81709702787055
330.0,2019.0,3.0,20.0,18.0,283.5833333333333,213.6,691.7167468313968,72.20552395343721,254.33823020127087
331.0,2019.0,3.0,20.0,19.0,281.1333333333333,30.26,289.0104857680647,83.36378121664815,264.526209853858
332.0,2019.0,3.0,20.0,20.0,280.0333333333333,0.0,0.0,94.92144102594965,274.26345526512404
333.0,2019.0,3.0,20.0,21.0,279.3722222222222,0.0,0.0,106.2008996686619,284.34497392184636
334.0,2019.0,3.0,20.0,22.0,278.9,0.0,0.0,116.94514967154925,295.631835549053
335.0,2019.0,3.0,20.0,23.0,278.7833333333333,0.0,0.0,126.6053573097812,309.1778428881622
336.0,2019.0,3.0,21.0,0.0,278.89444444444445,0.0,0.0,134.32458912162693,326.15415790780946
337.0,2019.0,3.0,21.0,1.0,279.0611111111111,0.0,0.0,138.88666021311394,347.0428913970386
338.0,2019.0,3.0,21.0,2.0,279.15,0.0,0.0,139.16742530824303,10.007277261515043
339.0,2019.0,3.0,21.0,3.0,279.29999999999995,0.0,0.0,135.0829812467617,31.31059598911949
340.0,2019.0,3.0,21.0,4.0,279.34444444444443,0.0,0.0,127.67801226306153,48.770116611050724
341.0,2019.0,3.0,21.0,5.0,276.9944444444444,0.0,0.0,118.19645378867344,62.66962524786469
342.0,2019.0,3.0,21.0,6.0,277.54999999999995,0.0,0.0,107.5412786547633,74.16076232953516
343.0,2019.0,3.0,21.0,7.0,277.7444444444444,3.56,0.0,96.29022427157945,84.32314442215065
344.0,2019.0,3.0,21.0,8.0,278.09999999999997,48.95,204.13464100053602,84.68567342487808,94.03517035083354
345.0,2019.0,3.0,21.0,9.0,278.18333333333334,80.1,664.8860002489455,73.47682744891686,104.09094258053865
346.0,2019.0,3.0,21.0,10.0,279.0333333333333,162.87,825.5895272493974,62.714248238299604,115.35550655919482
347.0,2019.0,3.0,21.0,11.0,280.5833333333333,427.2,898.1483406991981,53.00879604268379,128.8976352992536
348.0,2019.0,3.0,21.0,12.0,282.1611111111111,506.41,934.1156038229047,45.228260271874724,145.92509141054052
349.0,2019.0,3.0,21.0,13.0,283.4,682.63,949.7999737389247,40.60823612257449,166.9692817852161
350.0,2019.0,3.0,21.0,14.0,284.15,747.6,950.7186196506312,40.30350405338466,190.17274039829275
351.0,2019.0,3.0,21.0,15.0,284.6722222222222,674.62,937.1707208731708,44.40481062133477,211.67746367526894
352.0,2019.0,3.0,21.0,16.0,283.9333333333333,283.02,904.500197687701,51.84101445770467,229.2423978430678
353.0,2019.0,3.0,21.0,17.0,283.7833333333333,189.57,838.5601840044227,61.34340206263879,243.18505103327533
354.0,2019.0,3.0,21.0,18.0,283.2722222222222,120.15,693.8826680431704,71.99363866379692,254.6965805842952
355.0,2019.0,3.0,21.0,19.0,282.3722222222222,16.02,299.1071684022607,83.1671894763463,264.877236479667
356.0,2019.0,3.0,21.0,20.0,281.95,0.0,0.0,94.72221240770797,274.6136893380861
357.0,2019.0,3.0,21.0,21.0,281.4222222222222,0.0,0.0,105.99014089532668,284.7010743543764
358.0,2019.0,3.0,21.0,22.0,281.2,0.0,0.0,116.70971344393804,295.9967506950305
359.0,2019.0,3.0,21.0,23.0,280.7111111111111,0.0,0.0,126.33079765571829,309.5426741455733
